"","x"
"2144",29827
"2145",31968
"2146",35818
"2147",40906
"2148",41263
"2149",44913
"2150",45404
"2151",45878
"2152",68188
"2153",70808
"2154",71394
"2155",72539
"2156",80086
"2157",86126
"2158",86528
"2159",90958
"2160",96666
"2161",103530
"2162",104370
"2163",105599
"2164",117263
"2165",120136
"2166",121355
"2167",128540
"2168",133634
"2169",27511
"2170",38968
"2171",51370
"2172",54271
"2173",69882
"2174",74728
"2175",95667
"2176",99857
"2177",100502
"2178",110932
"2179",116584
"2180",117181
"2181",118472
"2182",122513
"2183",139387
"2184",2990
"2185",4256
"2186",6427
"2187",8289
"2188",13668
"2189",14041
"2190",17105
"2191",18635
"2192",19743
"2193",21688
"2194",28818
"2195",37093
"2196",46505
"2197",53547
"2198",54818
"2199",59081
"2200",69489
"2201",74298
"2202",74921
"2203",81465
"2204",95369
"2205",98106
"2206",98938
"2207",99430
"2208",105701
"2209",108433
"2210",109650
"2211",113624
"2212",115213
"2213",126732
"2214",128836
"2215",137042
"2216",138603
"2217",11408
"2218",46413
"2219",95821
"2220",97162
"2221",103654
"2222",126470
"2223",8991
"2224",15599
"2225",24985
"2226",25764
"2227",29422
"2228",30141
"2229",30660
"2230",41700
"2231",50479
"2232",55187
"2233",57302
"2234",57420
"2235",59048
"2236",62965
"2237",89495
"2238",89840
"2239",94251
"2240",98772
"2241",100350
"2242",120003
"2243",121393
"2244",123097
"2245",124722
"2246",126461
"2247",127639
"2248",129213
"2249",130235
"2250",134703
"2251",135635
"2252",136999
"2253",39159
"2254",9522
"2255",11414
"2256",30417
"2257",34348
"2258",38846
"2259",42875
"2260",43966
"2261",44476
"2262",57313
"2263",65496
"2264",74276
"2265",79534
"2266",89836
"2267",127831
"2268",131079
"2269",131345
"2270",7724
"2271",11113
"2272",14961
"2273",25318
"2274",25709
"2275",28376
"2276",33407
"2277",36623
"2278",37752
"2279",42172
"2280",44469
"2281",55310
"2282",55733
"2283",58899
"2284",58915
"2285",62731
"2286",67330
"2287",68911
"2288",71989
"2289",82901
"2290",95042
"2291",111178
"2292",114008
"2293",116341
"2294",132714
"2295",132964
"2296",5378
"2297",18560
"2298",25250
"2299",29116
"2300",29564
"2301",32337
"2302",33765
"2303",36898
"2304",37323
"2305",42115
"2306",44489
"2307",50258
"2308",56803
"2309",64822
"2310",68749
"2311",80196
"2312",80535
"2313",95129
"2314",100893
"2315",112569
"2316",118753
"2317",119785
"2318",135981
"2319",140189
"2320",560
"2321",6656
"2322",8992
"2323",9215
"2324",11948
"2325",19465
"2326",28694
"2327",48555
"2328",58125
"2329",61069
"2330",63129
"2331",68206
"2332",77508
"2333",80034
"2334",81720
"2335",82439
"2336",86606
"2337",88226
"2338",88778
"2339",90284
"2340",92927
"2341",96091
"2342",107846
"2343",110302
"2344",113138
"2345",117129
"2346",119159
"2347",125051
"2348",130835
"2349",135096
"2350",135565
"2351",136946
"2352",139976
"2353",1216
"2354",7437
"2355",37178
"2356",61071
"2357",61263
"2358",82592
"2359",104845
"2360",107170
"2361",129490
"2362",3255
"2363",12100
"2364",36817
"2365",48336
"2366",103641
"2367",106528
"2368",128000
"2369",131159
"2370",2039
"2371",2267
"2372",6087
"2373",8077
"2374",9082
"2375",11881
"2376",11991
"2377",16631
"2378",22414
"2379",30949
"2380",31576
"2381",33405
"2382",35187
"2383",40111
"2384",46276
"2385",50215
"2386",51923
"2387",64020
"2388",77563
"2389",106070
"2390",110990
"2391",112711
"2392",115954
"2393",116176
"2394",116217
"2395",122589
"2396",133207
"2397",136833
"2398",140120
"2399",1057
"2400",6861
"2401",11608
"2402",13108
"2403",14049
"2404",25357
"2405",26372
"2406",26975
"2407",32645
"2408",35534
"2409",37337
"2410",41247
"2411",50157
"2412",59978
"2413",60372
"2414",64685
"2415",65573
"2416",69903
"2417",70374
"2418",71107
"2419",84503
"2420",84539
"2421",91591
"2422",92025
"2423",92039
"2424",100844
"2425",104843
"2426",106379
"2427",116392
"2428",134618
"2429",134625
"2430",136844
"2431",4574
"2432",10550
"2433",26487
"2434",26568
"2435",34244
"2436",34393
"2437",37272
"2438",37326
"2439",46385
"2440",51816
"2441",55267
"2442",59397
"2443",62309
"2444",80455
"2445",89809
"2446",99965
"2447",103356
"2448",107989
"2449",108717
"2450",121262
"2451",123388
"2452",137095
"2453",1157
"2454",6636
"2455",14868
"2456",37786
"2457",38105
"2458",40738
"2459",43315
"2460",51347
"2461",73965
"2462",74242
"2463",77394
"2464",92274
"2465",104932
"2466",117636
"2467",5847
"2468",8456
"2469",11284
"2470",12912
"2471",13120
"2472",21062
"2473",25566
"2474",25684
"2475",29006
"2476",29953
"2477",40380
"2478",42013
"2479",48230
"2480",55871
"2481",56662
"2482",67887
"2483",69688
"2484",70196
"2485",71662
"2486",74827
"2487",76087
"2488",77192
"2489",78541
"2490",90227
"2491",94837
"2492",95519
"2493",96099
"2494",100586
"2495",113586
"2496",115048
"2497",121732
"2498",131410
"2499",139172
"2500",9768
"2501",32015
"2502",43575
"2503",43849
"2504",46161
"2505",46527
"2506",48658
"2507",52394
"2508",53866
"2509",56825
"2510",57948
"2511",61024
"2512",62142
"2513",65085
"2514",69256
"2515",69420
"2516",72681
"2517",75251
"2518",76171
"2519",84957
"2520",93869
"2521",98092
"2522",98214
"2523",106918
"2524",115263
"2525",115908
"2526",118410
"2527",123239
"2528",127400
"2529",131645
"2530",1927
"2531",2433
"2532",5611
"2533",13560
"2534",15285
"2535",17689
"2536",17980
"2537",21287
"2538",22694
"2539",22896
"2540",37113
"2541",43288
"2542",47909
"2543",51146
"2544",54440
"2545",57937
"2546",72207
"2547",78370
"2548",82143
"2549",100828
"2550",106623
"2551",112661
"2552",116819
"2553",118304
"2554",118877
"2555",120950
"2556",128408
"2557",130421
"2558",134914
"2559",8120
"2560",17149
"2561",21795
"2562",24615
"2563",32597
"2564",33046
"2565",55907
"2566",67331
"2567",68168
"2568",71408
"2569",81981
"2570",84121
"2571",87513
"2572",88325
"2573",90560
"2574",93306
"2575",95621
"2576",96185
"2577",100310
"2578",100575
"2579",106452
"2580",106608
"2581",108766
"2582",110562
"2583",113376
"2584",119732
"2585",127577
"2586",127792
"2587",129259
"2588",135561
"2589",137140
"2590",140468
"2591",1231
"2592",1681
"2593",2109
"2594",5665
"2595",24055
"2596",32661
"2597",56130
"2598",58978
"2599",62585
"2600",68178
"2601",72872
"2602",81396
"2603",97753
"2604",105465
"2605",105670
"2606",111072
"2607",117388
"2608",119249
"2609",127376
"2610",137710
"2611",12692
"2612",12998
"2613",15972
"2614",17726
"2615",26737
"2616",32556
"2617",36877
"2618",37937
"2619",39301
"2620",42746
"2621",44741
"2622",52907
"2623",60174
"2624",61764
"2625",63106
"2626",70578
"2627",74861
"2628",77440
"2629",79685
"2630",92364
"2631",96068
"2632",97992
"2633",98185
"2634",100793
"2635",101779
"2636",108493
"2637",114507
"2638",116636
"2639",119300
"2640",133989
"2641",134534
"2642",135131
"2643",138179
"2644",1004
"2645",1395
"2646",2205
"2647",16351
"2648",22114
"2649",23083
"2650",25336
"2651",29891
"2652",38137
"2653",38181
"2654",39986
"2655",47176
"2656",52010
"2657",52035
"2658",60207
"2659",65655
"2660",72985
"2661",78216
"2662",88916
"2663",90938
"2664",91810
"2665",101611
"2666",108535
"2667",111836
"2668",115976
"2669",116378
"2670",120080
"2671",121510
"2672",123223
"2673",125898
"2674",132121
"2675",140722
"2676",1840
"2677",6126
"2678",8533
"2679",18145
"2680",18389
"2681",19630
"2682",19700
"2683",28209
"2684",52092
"2685",53429
"2686",53829
"2687",60662
"2688",60962
"2689",63042
"2690",65516
"2691",70278
"2692",75508
"2693",79762
"2694",87276
"2695",93135
"2696",94632
"2697",100073
"2698",101577
"2699",102211
"2700",102257
"2701",110691
"2702",111407
"2703",119896
"2704",121293
"2705",125401
"2706",126139
"2707",131516
"2708",140404
"2709",4690
"2710",7405
"2711",48740
"2712",61986
"2713",87977
"2714",136797
"2715",139470
"2716",140472
"2717",8162
"2718",19992
"2719",30558
"2720",36839
"2721",65674
"2722",91712
"2723",93773
"2724",94607
"2725",106817
"2726",113246
"2727",115024
"2728",116702
"2729",120395
"2730",130125
"2731",130560
"2732",132168
"2733",5988
"2734",12455
"2735",21150
"2736",25223
"2737",31381
"2738",34278
"2739",35504
"2740",45412
"2741",47543
"2742",48512
"2743",51555
"2744",51653
"2745",52095
"2746",55109
"2747",55158
"2748",73951
"2749",74482
"2750",82051
"2751",88023
"2752",88307
"2753",88988
"2754",89771
"2755",90665
"2756",100473
"2757",109535
"2758",112519
"2759",121275
"2760",125859
"2761",128677
"2762",129861
"2763",134613
"2764",140304
"2765",333
"2766",4081
"2767",13170
"2768",14259
"2769",15458
"2770",16730
"2771",28260
"2772",29649
"2773",35849
"2774",37003
"2775",38585
"2776",43127
"2777",44017
"2778",44381
"2779",56458
"2780",59195
"2781",62608
"2782",76728
"2783",83363
"2784",83447
"2785",85836
"2786",89448
"2787",97842
"2788",104565
"2789",117224
"2790",118913
"2791",124612
"2792",125294
"2793",126197
"2794",127812
"2795",137429
"2796",139112
"2797",8937
"2798",14055
"2799",53038
"2800",59499
"2801",76040
"2802",81130
"2803",86257
"2804",86623
"2805",92961
"2806",112336
"2807",120730
"2808",132406
"2809",133450
"2810",139910
"2811",1131
"2812",2762
"2813",12958
"2814",36006
"2815",36321
"2816",41384
"2817",43052
"2818",50189
"2819",67093
"2820",67725
"2821",116983
"2822",128581
"2823",133667
"2824",135061
"2825",35853
"2826",49579
"2827",56410
"2828",70283
"2829",85363
"2830",137630
"2831",17633
"2832",21419
"2833",25070
"2834",31643
"2835",48671
"2836",62160
"2837",98736
"2838",120851
"2839",129968
"2840",139197
"2841",4548
"2842",13994
"2843",18300
"2844",39760
"2845",54111
"2846",54865
"2847",57978
"2848",96000
"2849",105227
"2850",105907
"2851",113298
"2852",131860
"2853",132626
"2854",8660
"2855",21997
"2856",22900
"2857",28285
"2858",31144
"2859",33534
"2860",40537
"2861",50811
"2862",56750
"2863",59540
"2864",67590
"2865",71759
"2866",75914
"2867",77356
"2868",77484
"2869",78434
"2870",81913
"2871",84462
"2872",91759
"2873",99922
"2874",101594
"2875",102100
"2876",105326
"2877",120022
"2878",121317
"2879",122340
"2880",126202
"2881",128150
"2882",132295
"2883",132431
"2884",139114
"2885",14785
"2886",17471
"2887",26092
"2888",44849
"2889",76207
"2890",84992
"2891",99977
"2892",107594
"2893",138591
"2894",2571
"2895",4476
"2896",36095
"2897",54451
"2898",79785
"2899",85879
"2900",89986
"2901",95701
"2902",96460
"2903",98345
"2904",99601
"2905",129201
"2906",848
"2907",2103
"2908",3376
"2909",5116
"2910",7958
"2911",18611
"2912",22180
"2913",23776
"2914",25498
"2915",35308
"2916",39016
"2917",40230
"2918",44385
"2919",45450
"2920",49817
"2921",50810
"2922",63016
"2923",64414
"2924",68837
"2925",70720
"2926",72344
"2927",78182
"2928",79303
"2929",79311
"2930",82338
"2931",85722
"2932",90873
"2933",91402
"2934",113920
"2935",114370
"2936",119392
"2937",120356
"2938",8150
"2939",10429
"2940",17054
"2941",24085
"2942",24960
"2943",30304
"2944",37731
"2945",59817
"2946",63285
"2947",67607
"2948",69678
"2949",77060
"2950",86032
"2951",86907
"2952",101143
"2953",106919
"2954",122819
"2955",8161
"2956",88888
"2957",117913
"2958",128841
"2959",5422
"2960",7297
"2961",10282
"2962",25369
"2963",44972
"2964",65223
"2965",67153
"2966",68281
"2967",83322
"2968",94605
"2969",95296
"2970",102706
"2971",102862
"2972",126988
"2973",133128
"2974",19663
"2975",32400
"2976",73307
"2977",108073
"2978",132936
"2979",2413
"2980",18127
"2981",18388
"2982",21336
"2983",31202
"2984",53044
"2985",100351
"2986",100682
"2987",125259
"2988",127695
"2989",128273
"2990",138375
"2991",18420
"2992",35432
"2993",74110
"2994",100234
"2995",121965
"2996",4175
"2997",13732
"2998",25270
"2999",29336
"3000",38929
"3001",43983
"3002",44592
"3003",44900
"3004",50605
"3005",51159
"3006",52535
"3007",55875
"3008",57972
"3009",64697
"3010",66312
"3011",67469
"3012",89678
"3013",91031
"3014",92322
"3015",96331
"3016",96626
"3017",97315
"3018",101473
"3019",103852
"3020",104653
"3021",114707
"3022",115482
"3023",118684
"3024",129818
"3025",1389
"3026",9671
"3027",10516
"3028",37322
"3029",45597
"3030",48541
"3031",49964
"3032",53586
"3033",60853
"3034",62513
"3035",67407
"3036",74033
"3037",91396
"3038",96395
"3039",97892
"3040",122166
"3041",123040
"3042",126328
"3043",128362
"3044",131619
"3045",3035
"3046",15498
"3047",16402
"3048",23775
"3049",31357
"3050",42446
"3051",42502
"3052",43319
"3053",44071
"3054",47282
"3055",55361
"3056",58646
"3057",60777
"3058",69626
"3059",73864
"3060",76614
"3061",76729
"3062",77793
"3063",78009
"3064",87093
"3065",87446
"3066",91036
"3067",92685
"3068",93182
"3069",100099
"3070",103380
"3071",115890
"3072",121512
"3073",124772
"3074",130956
"3075",136278
"3076",136898
"3077",140523
"3078",4131
"3079",6473
"3080",9139
"3081",9410
"3082",10490
"3083",11399
"3084",36008
"3085",37887
"3086",40074
"3087",43238
"3088",48404
"3089",64051
"3090",65321
"3091",68054
"3092",74535
"3093",80448
"3094",81112
"3095",86696
"3096",89135
"3097",89904
"3098",90461
"3099",91467
"3100",92442
"3101",92615
"3102",99285
"3103",124795
"3104",131170
"3105",133925
"3106",7088
"3107",7114
"3108",14551
"3109",18177
"3110",28207
"3111",33657
"3112",42306
"3113",52087
"3114",56079
"3115",62307
"3116",63909
"3117",83442
"3118",86149
"3119",87664
"3120",87816
"3121",90472
"3122",100024
"3123",100633
"3124",104724
"3125",105005
"3126",112805
"3127",114024
"3128",117026
"3129",127694
"3130",128357
"3131",18618
"3132",20153
"3133",24297
"3134",28662
"3135",32845
"3136",55272
"3137",56947
"3138",61807
"3139",72781
"3140",91454
"3141",121857
"3142",126466
"3143",2543
"3144",3469
"3145",5922
"3146",6100
"3147",10708
"3148",14198
"3149",15447
"3150",15930
"3151",18634
"3152",19374
"3153",23698
"3154",24525
"3155",28398
"3156",29480
"3157",31286
"3158",32390
"3159",33692
"3160",45255
"3161",55467
"3162",59769
"3163",63896
"3164",64175
"3165",68230
"3166",70076
"3167",70519
"3168",74212
"3169",83700
"3170",87416
"3171",90502
"3172",100496
"3173",102891
"3174",113896
"3175",114154
"3176",120653
"3177",18
"3178",9678
"3179",9953
"3180",11625
"3181",14260
"3182",20526
"3183",20991
"3184",25582
"3185",26304
"3186",27592
"3187",43614
"3188",43686
"3189",66710
"3190",66836
"3191",67565
"3192",69765
"3193",74209
"3194",79832
"3195",87261
"3196",90902
"3197",101356
"3198",103249
"3199",103911
"3200",114292
"3201",128080
"3202",130050
"3203",133575
"3204",133996
"3205",134478
"3206",137117
"3207",138388
"3208",9279
"3209",14515
"3210",18785
"3211",23662
"3212",24179
"3213",39679
"3214",44471
"3215",76969
"3216",84060
"3217",87275
"3218",98714
"3219",100342
"3220",113578
"3221",122259
"3222",123723
"3223",128037
"3224",138972
"3225",2330
"3226",8811
"3227",10888
"3228",15244
"3229",15595
"3230",16241
"3231",17869
"3232",32214
"3233",40242
"3234",42709
"3235",45709
"3236",56163
"3237",63197
"3238",67837
"3239",71457
"3240",73032
"3241",73929
"3242",78262
"3243",81953
"3244",88999
"3245",89862
"3246",94958
